irszám.	MAI CÍM	maicim_1	maicim_2	maicim_rest	Google koordináta	TÁRGY	t_n_t_s2	targy_func1_orig	targy_nev	targy_height	targy_qnt	forrás	forras_link_nr	forras_link_host	forras_link	további inf.	tov-inf_link_numbered	tov-inf_link_scheme-host	tov-inf_link_nr	orig_ln
	Gyorskocsi utca 25.	Gyorskocsi utca 25.				négyemeletes palota, Pestvidéki tvszék helyén Nagy Imre tér	|	<tvszék>,<|>,<palota>	'Pestvidéki tvszék' |	4-S<emelet>			0						0	330
1033	Hajógyári sziget 122	Hajógyári sziget 122.			47.541700,19.049050	Régi gépműhely	gép	<műhely>				http://muemlekem.hu/muemlek?id=404	1	muemlekem.hu	(1) <http://muemlekem.hu/muemlek?id=404>	ipari műemlék, azonosítója: 15930			0	331
	Hajós utca 16-18.	Hajós utca 16-18.				lakóház		<lakó>, ;					0			"a pincében 1941-ben szükségóvóhelyet alakítottak ki, majd 1965-ben újra leporolták a régi terveket és az ""életvédelmi helyiség""-et felújították"			0	332
1065	Hajós utca 20-22, Zichy Jenő utca 19.	Hajós utca 20-22.	  Zichy Jenő utca 19.		47.5040556, 19.0573161	lakóház		<lakó>, ;				na	0						0	333
1096	Haller utca 20. -- Vaskapu utca 28. -- Drégely utca 1.	Haller utca 20.	Vaskapu utca 28.	Drégely utca 1.	47.475787,19.073376	ötemeletes bérház	bér			5-S<emelet>		BZ-tól	0			tervtár: eredeti tervek, későbbi átalakítási tervek, engedélyek, műszaki leírások és számítások, határozatok különböző időszakokból			0	334
	Halom utca 24. -- Szent László tér 25.	Halom utca 24.	 Szent László tér 25.		47.487566,19.13056								0			jelenlegi plébánia épülete, átép. alatt			0	335
	Harmat utca 10-12.	Harmat utca 10-12.											0			adatok az épületen elhelyezett emléktábla alapján			0	336
	Harmincad utca 6. -- Erzsébet tér 6.	Harmincad utca 6.	 Erzsébet tér 6.			egykor a Hazai Bank Rt. Székháza, 1949 óta Nagy-Britannia Nagykövetsége	szék |	<bank>,<|>,<nagykövetség>	'Hazai Bank Rt. Székháza' | 'Nagy-Britannia Nagykövetsége'				0			1810 körül Ullmann Móric építtetett egy 2 szintes bérházat, amelyre 1888-89 körül még egy emeletet építettek ; kőfaragó: Antony István, Seenger Béla, szobrász: Krisztián Sándor,			0	337
	Hattyú utca 16.	Hattyú utca 16.			47.507882, 19.02817	ötemeletes ház				5-S<emelet>			0						0	338
1136	Hegedűs Gyula utca 15	Hegedűs Gyula utca 15.			47.513686,19.053693	Rosenfeld-ház	rosenfeld		'Rosenfeldház'			159	0			9. M; 14. H- háztartási bolt, 1969			0	339
1136	Hegedűs Gyula utca 16.	Hegedűs Gyula utca 16.			47.514349,19.053677	négyemeletes ház				4-S<emelet>		BZ-tól	0			kikérve, átnézve			0	340
1136	Hegedűs Gyula utca 32.	Hegedűs Gyula utca 32.			47.516560, 19.055320	4em bérház	bér			4-S<emelet>		FA	0			http://kep-ter.blogspot.hu/2012/04/pragai-arminek-szazeves-berhaza-hegedus.html	(1) http://kep-ter.blogspot.hu/2012/04/pragai-arminek-szazeves-berhaza-hegedus.html	http://kep-ter.blogspot.hu	1	341
1132	Hegedűs Gyula utca 34--Csanády utca 14.	Hegedűs Gyula utca 34.	Csanády utca 14.		47.516835,19.055388	Rosenfeld-ház	rosenfeld		'Rosenfeldház'			159	0						0	342
1136	Hegedűs Gyula utca 43.	Hegedűs Gyula utca 43.			47.517074, 19.056121								0			kutatta: Fonyódi Anita			0	343
1136	Hegedűs Gyula utca 44.	Hegedűs Gyula utca 44.			47.518387,19.056515	négyemeletes ház				4-S<emelet>			0						0	344
1136	Hegedűs Gyula utca 49-51	Hegedűs Gyula utca 49-51.			47.517411,19.056728	ötemeletes ház				5-S<emelet>			0						0	345
	Hermina út 23.	Hermina út 23.				Liszt Ferenc Általános Iskola		<iskola>	'Liszt Ferenc Általános Iskola'				0			http://www.lisztiskola.hu/index.php/2011-12-26-15-56-23/2011-12-26-15-41-28	(1) http://www.lisztiskola.hu/index.php/2011-12-26-15-56-23/2011-12-26-15-41-28	http://www.lisztiskola.hu	1	346
1078	Hernád utca 36-38.-- István utca 20	Hernád utca 36-38.	 István utca 20.		47.505603,19.081594	Hernád udvar		<udvar>	'Hernád udvar'			273-4. 289.o	0						0	347
1078	Hernád utca 40 -- Marek József utca 19.	Hernád utca 40.	 Marek József utca 19.		47.505623, 19.081618	Hernád udvar		<udvar>	'Hernád udvar'			289.o	0						0	348
1078	Hernád utca 42-44.--Dembinszky utca 25-27.	Hernád utca 42-44.	Dembinszky utca 25-27.		47.5060274,19.0811518	iskola		<iskola>				117-127	0			BGy Fototár: 010180 H. utcakép			0	349
1028	Hidegkúti út 85.	Hidegkúti út 85.			47.553798, 18.964906	FSzEK könyvtár, volt Márkus Emília villa	|	<villa>,<|>,<könyvtár>	'Márkus Emília villa' | 'FSzEK könyvtár'				0			http://www.huszadikszazad.hu/cikk/markus-emilia-otthonaban *** http://egykor.hu/budapest-ii--kerulet/markus-emilia-villaja/4013 *** a programról: http://www.budaipolgar.hu/ajanlo/markus_villa.html	(1) http://www.huszadikszazad.hu/cikk/markus-emilia-otthonaban (2) http://egykor.hu/budapest-ii--kerulet/markus-emilia-villaja/4013 (3) http://www.budaipolgar.hu/ajanlo/markus_villa.html	http://www.huszadikszazad.hu|http://egykor.hu|http://www.budaipolgar.hu	3	350
	Hidegkúti út 87.	Hidegkúti út 87.											0						0	351
1082	Hock János utca 8.	Hock János utca 8.			47.488427,19.076382	lakóház		<lakó>, ;				na	0						0	352
1054	Hold utca 15.	Hold utca 15.			47.505113,19.052597	lakóház		<lakó>, ;				75-77	0			12. H fotók: BGy Fototár: 000744, 000339, 000322 -- Postatakarékpénztár!			0	353
1136	Hollán Ernő utca 3.	Hollán Ernő utca 3.			47.513286, 19.049611								0						0	354
	Homok utca 8-10.	Homok utca 8-10.											0						0	355
	Honvéd utca 16. -- Vajkay Károly utca 3.	Honvéd utca 16.	 Vajkay Károly utca 3.			Palatinus-ház, funkció: államigazgatás			'Palatinus-ház'				0						0	356
1054	Honvéd utca 3	Honvéd utca 3.											0						0	357
	Honvéd utca 38.	Honvéd utca 38.				lakóház		<lakó>, ;					0						0	358
1085	Horánszky utca 12.	Horánszky utca 12.			47.491819,19.067726	lakóház		<lakó>, ;				63-64	0			szecessziós, pince+alsó fsz+fsz+2 emelet+mosópadlás, két traktusos, a Horánszky utcai traktusban óriási polgári lakások (pl. a fsz.i: a bejárattól indulva: szoba, szalon, ebédlő+szoba, hall, előszoba, inasszoba+ [lépcsőháztól] folyosó, garderobe+cselédszoba szemben hálószoba; folyosóról nyílik még fürdő és abból öltöző szemben kamra, az utolsó helyiség a konyha és a folyosó végén előtérből nyílik a cselédlécsőre a másik bejárat. A hátsó traktusban csak 3 szoba+ cselédszoba, konyha-fürdő-öltöző és előszoba-előtér). A belmagasság 3,50 a hátsó traktusban 3,25. \ Németh Nóra *** építészről könyv: http://saman.fszek.hu/WebPac/CorvinaWeb?action=onelong&showtype=longlong&recnum=776206&pos=1	(1) http://saman.fszek.hu/WebPac/CorvinaWeb?action=onelong&showtype=longlong&recnum=776206&pos=1	http://saman.fszek.hu	1	359
1085	Horánszky utca 20.	Horánszky utca 20.			47.491196,19.067777	Párbeszéd Háza, jezsuita		<háza>	'Párbeszéd Háza, jezsuita'				0						0	360
1089	Horváth Mihály tér 17-18.	Horváth Mihály tér 17-18.			47.490086,19.074652	Bp. szfőv. József telefonközpont		<telefonközpont>	'Bp. szfőv. József telefonközpont'			Kovács Dani: Budapest Art Nouveau 105.	0			csak átépítési tervek voltak, már a II. világháború utáni évekből. http://www.budapestcity.org/03-muemlekek/08/Tavbeszelo-kozpont/index-hutcahtm	(1) http://www.budapestcity.org/03-muemlekek/08/Tavbeszelo-kozpont/index-hutcahtm	http://www.budapestcity.org	1	361
1082	Horváth Mihály tér 6. -- Hock János utca 1.	Horváth Mihály tér 6.	 Hock János utca 1.		47.489024, 19.075543	lakóház		<lakó>, ;				54 na	0			védett épület? - helyi védettség			0	362
1082	Horváth Mihály tér 8-10.	Horváth Mihály tér 8-10.			47.489217,19.076218	Fazekas Mihály Fővárosi Gyakorló Általános Iskola és Gimnázium		<iskola>,<gimnázium>	'Fazekas Mihály Fővárosi Gyakorló Általános Iskola és Gimnázium'				0						0	363
	Hős utca 3., Strázsa utca Strázsa köz	Hős utca 3.	Strázsa utca Strázsa köz			lakóház		<lakó>, ;				203-208	0						0	364
1172	Hősök tere 1.	Hősök tere 1.			47.490152, 19.260095	Budapest-Rákosligeti Magyarok Nagyasszony Plébánia		<plébánia>	'Budapest-Rákosligeti Magyarok Nagyasszony Plébánia'				0			http://rakosliget.plebania.hu http://rakosliget.hu/pdf/Rakosliget%20epitomesterei.pdf http://www.templom.hu/phpwcms/index.php?id=14,588,0,0,1,0	(1) http://rakosliget.plebania.hu (2) http://rakosliget.hu/pdf/Rakosliget%20epitomesterei.pdf (3) http://www.templom.hu/phpwcms/index.php?id=14,588,0,0,1,0	http://rakosliget.plebania.hu|http://rakosliget.hu|http://www.templom.hu	3	365
	Hűvösvölgyi út 116.	Hűvösvölgyi út 116.				OPNI kápolna		<kápolna>	'OPNI kápolna'				0			http://opmi.hu/PHP-3/Elemzesek/lipot_mezo_tortenet/lipotmezo_tortenet.htm ; Szec. Bp 181. o	(1) http://opmi.hu/PHP-3/Elemzesek/lipot_mezo_tortenet/lipotmezo_tortenet.htm	http://opmi.hu	1	366
1021	Hűvösvölgyi út 79. 	Hűvösvölgyi út 79.			47.52489,18.985922	Jungfer villa		<villa>	'Jungfer villa'			Kovács Dani: Budapest Art Nouveau 172. o. 	0						0	367
1021	Hűvösvölgyi út 85.	Hűvösvölgyi út 85.			47.525935,18.984873	Márkus-villa, jelenleg:  Fővárosi Szabó Ervin Könyvtár fiókja	|	<villa>,<|>,<könyvtár>	'Márkus-villa' | 'Fővárosi Szabó Ervin Könyvtár'			Gerle-Kovács-Makovecz: A századforduló magyar építészete	0			Márkus Emília színésznő villája			0	368
	Hűvösvölgyi út 87. - lehet már nem áll?	Hűvösvölgyi út 87.		**- lehet már nem áll?									0						0	369
	Hűvösvölgyi út 94.	Hűvösvölgyi út 94.			47.528662,18.980168	Tauszig-Róth villa		<villa>	'Tauszig-Róth villa'			Gerle-Kovács-Makovecz: A századforduló magyar építészete	0			http://www.octogon.hu/archinfo/uj+epuletek/az+ujaszuletett+tauszig+-+roth+villa++1.html	(1) http://www.octogon.hu/archinfo/uj+epuletek/az+ujaszuletett+tauszig+-+roth+villa++1.html	http://www.octogon.hu	1	370
	Hűvösvölgyi-Szerb Antal sarka egészen a Tárogató utca-ig	Hűvösvölgyi út	Szerb Antal utca sarka	Tárogató utca -ig		emeletes nyaraló		<nyaraló>;		?-S<emelet>			0						0	371
	Ida utca 4.	Ida utca 4.			47.511626,19.095516	emeletes nyaraló		<nyaraló>;		?-S<emelet>			0			csak -es tervezési és 58-as átalakítási lapok voltak			0	372
	II. János Pál pápa tér 3.	II. János Pál pápa tér 3.										264	0						0	373
	II. János Pál pápa tér 4.	II. János Pál pápa tér 4.				Deák Diák Általános Iskola la (Fõv. Községi Általános Leányiskola; eredetileg Polgári Leányiskola)	leány | leány |	<iskola>,<|>,<iskola>,<|>,<iskola>	'Polgári Leányiskola' | 'Fõv. Községi Általános Leányiskola' | 'Deák Diák Általános Iskola'				0						0	374
1095	Ipar utca 11 -- Vaskapu utca 5.	Ipar utca 11.	 Vaskapu utca 5.		47.478189,19.070762	négyemeletes ház				4-S<emelet>			0			itt élt Dési Huber István (http://mek.oszk.hu/04700/04737/html/erdekes.htm) kép fortepanon: Dési Huber Istvánné lakása a néhai férje műveivel. http://www.fortepan.hu/_photo/display/25796.jpg	(1) http://mek.oszk.hu/04700/04737/html/erdekes.htm) (2) http://www.fortepan.hu/_photo/display/25796.jpg	http://mek.oszk.hu|http://www.fortepan.hu	2	375
1095	Ipar utca 13. -- Vaskapu utca 8.	Ipar utca 13.	 Vaskapu utca 8.		47.478358, 19.071271	Lakóház		<lakó>, ;					0			4 emeletes bérház			0	376
	Ipari épületek a Nagyszállóhoz			**Ipari épületek a Nagyszállóhoz	Earth	egyemeletes épület, Ipari épületek a Nagyszállóhoz	nagy	<Ipari>;<szálló>	'Nagyszálló'	1-S<emelet>	2--Q<db>		0						0	377
1133	Ipoly utca és Pannónia utca kereszteződése, nincs meg	Ipoly utca	Pannónia utca kereszteződése	***nincs meg	47.519876,19.056041	négyemeletes ház				4-S<emelet>		MZs	0						0	378
1056	Irányi utca 27., Cukor utca 1.	Irányi utca 27.	  Cukor utca 1.		47.491865,19.056263	lakóház		<lakó>, ;				169-170	0			2. H, Ernst Galéria			0	379
	Irányi utca 5.	Irányi utca 5.				Lakóház		<lakó>, ;					0			ezen kívül található 2db melléklet statisztikai számításhoz és 1db porttálrészletrajz			0	380
1021	Irén utca 3	Irén utca 3.			47.52567,18.959902	nyaraló		<nyaraló>;					0						0	381
	Istenhegyi út 4/c és 4/d	Istenhegyi út 4/cd			47.497686,19.018192							Gerle-Kovács-Makovecz, p. 237.	0						0	382
	IX. utca 2.	IX. utca 2.			47.489651, 19.2585909								0			https://hu.wikipedia.org/wiki/Maros_mozi	(1) https://hu.wikipedia.org/wiki/Maros_mozi	https://hu.wikipedia.org	1	383
1064	Izabella utca 34., Jósika utca 17.	Izabella utca 34.	  Jósika utca 17.		47.5048191,19.0711585	lakóház		<lakó>, ;				128-129	0			18. M; 19.H			0	384
1135	Jász utca 59	Jász utca 59.			47.532159, 19.084337	gabonaraktár	gabona	<raktár>				MZs	0			59 és az Országbíró 50 az ő nevükön a '16-os címtárban, de egyik sem gabonaraktár, http://www.huszadikszazad.hu/1906-julius/gazdasag/automobilgyar-magyarorszagon	(1) http://www.huszadikszazad.hu/1906-julius/gazdasag/automobilgyar-magyarorszagon	http://www.huszadikszazad.hu	1	385
1106	Jászberényi út 13. (Jászberényi 7-11?)	Jászberényi út 13.		** (Jászberényi 7-11?)	47.489656, 19.145691	garage épület		<garage>				MZs	0			ugyanaz az anyag, mint az egész sörgyárra! térképeken az alaprajz alapján nem lehet behatárolni (az 1908-as, '12-es és egy az i.-ii. vh közti térképekről, egyébként az egész telep nem hasonlít a mai állapothoz)			0	386
	Jászberényi út 36-38. 	Jászberényi út 36-38.				lakóház		<lakó>, ;				72-74	0						0	387
1106	Jászberényi út 7-11., Előd utca 9.	Jászberényi út 7-11.	  Előd utca 9.		47.484562,19.138456	Dreher sörgyár, vasbeton malátaszárító	sör	<gyár>;<malátaszárító>	'Dreher sörgyár'			http://muemlekem.hu/muemlek?id=12014	1	muemlekem.hu	(1) <http://muemlekem.hu/muemlek?id=12014>	Dreher Antal számára, 1914-ben egy árpasiló engedélye. - Dreher Antal számára, X. ker. , 1914. május maláta és árpasiló vasbetonból, a tervező Porr A. vasbeton-vállalat betéti trs. 7 emeletes silóépület, a silóhoz kapcsolódik a lépcsőház, ami egy torony épületként jelenik meg. - 1914. jún. 24, Bécs, a Maláta és árpasiló tervrajza, vasbeton szerkezetrajz. Hubert József itt is az építőmester, 1914. júl. 6-án adják meg az engedélyt. A Dreher-anyagból a XV. 17.d.329. 41446-49, 119-179. folió tartalmazza az 1914-es építkezéseket. Ipari műemlék, azonosítója: 16206, képek: http://checkmybudapest.blogspot.hu/2013/07/latogatas-dreher-sorgyarban.html	(1) http://checkmybudapest.blogspot.hu/2013/07/latogatas-dreher-sorgyarban.html	http://checkmybudapest.blogspot.hu	1	388
1105	Jászberényi út 7-11., Halom utca 42.	Jászberényi út 7-11.	  Halom utca 42.		47.485033,19.138845	háromemeletes ház				3-S<emelet>		MZs	0			ezen a hrsz-on: Dreher Antal Serfőzde számára felvonó helyiségből tűzoltó szertárnak való átalakítási tervrajza. A meglévő épület a felvonó helyiségből áll, ehhez építenek két raktárt. A bővítés a szertár helyiség, őrszoba, nagy tolólétra kiépítését jelentette. Másik hrsz.: 8446 a/a hrsz. alatt. Hubert József egy csomagoló helyiséggel köti össze a hűtő helyiséget és a palacktöltőt. A toldalék trapéz alaprajzú 6 ablakos, vasgerendával alátámasztott áthidalás. A Dreher-anyagból a XV. 17.d.329. 41446-49, 119-179. folió tartalmazza az 1914-es építkezéseket			0	389
1145	Jávor utca 5/a	Jávor utca 5/a			47.509943,19.094498	egyemeletes nyaraló		<nyaraló>;		1-S<emelet>		MZs	0			a házon fennt van az 1915-ös dátum! a szomszéd épület (5/b) is lehet '15-ös 32681 hrsz. (csak csekkolva, nincs kutatva!)			0	390
	Jávorka Ádám-Fűrész sarka	Jávorka Ádám utca	Fűrész utca sarka			kétemeletes ház				2-S<emelet>			0						0	391
1011	Jégverem utca 8-10. nincs meg	Jégverem utca 8-10.		**nincs meg	47.499814,19.039018	háromemeletes ház				3-S<emelet>		MZs	0						0	392
1066	Jókai tér 10.	Jókai tér 10.			47.505274,19.061051	lakóház, jelenleg benne mûködik a Kolibri Színház		<lakó>, ;<szín>	'Kolibri Színház'			örökségvédelmi tanulmány	0			"nincs adat - a földszinti ""színházüzem"" valószínűleg a házzal együtt épülethetett, számos mozi, mulató, kabaré, színház működött itt. Az 1950-es évekből több fotó fellelhető az interneten: a színház portáljáról és a Fővárosi Kis Színpad 1954-es  megnyitójáról."			0	393
	Jókai utca 12.	Jókai utca 12.				lakóház, földszinten üzlet (élelmiszerbolt)	élelmiszer	<lakó>, ;<üzlet>,<bolt>					0			nincs adat			0	394
	József nádor tér 10. -- Erzsébet tér 3.	József nádor tér 10.	 Erzsébet tér 3.			Cziráky-udvar. Ötemeletes, nyitott átjáróház.  		<nyitott átjáró>;<udvar>	'Cziráky-udvar'	5-S<emelet>			0			2 szintes, klasszicista átjáróház (1789, Hild J.), egy emelet ráépítés 1852			0	395
1051	József nádor tér 2-4.-- Szende Pál utca 9. -- Dorottya utca 5-7.	József nádor tér 2-4.	Szende Pál utca 9.	Dorottya utca 5-7.	47.497923,19.049686	Magyar Általános Hitelbank, ma Pénzügyminisztérium	hitel |	<bank>,<|>,<minisztérium>	'Magyar Általános Hitelbank' | 'Pénzügyminisztérium'			131	0			"Műemlék:15925 - 12280/2/1990; https://kolibri.omikk.bme.hu/digit/index.php?page--article&id--14250 (""az építkezés a régi házak lebontása után 1910. június havában lett megkezdve [...]1913. késő őszén a Hitelbank bevonult új hajlékába"")"	(1) https://kolibri.omikk.bme.hu/digit/index.php?page--article&id--14250	https://kolibri.omikk.bme.hu	1	396
	József utca 12.	József utca 12.				lakóház		<lakó>, ;					0						0	397
	József utca 13. -- Rigó utca 2. 	József utca 13.	Rigó utca 2.			Lakóház, jelenleg Creditreform székháza, eredetihez hűen felújított	szék	<lakó>, ;	'Creditreform székháza'				0						0	398
	József utca 14. 	József utca 14.										210	0						0	399
1084	József utca 32 - Tolnai Lajos utca 43-35. nincs meg	József utca 32.	Tolnai Lajos utca 43-35.	***nincs meg	47.49159,19.075534	háromemeletes ház				3-S<emelet>		MZs	0						0	400
	József utca 4. 	József utca 4.			47.490859,19.07142	lakóház		<lakó>, ;				208	0						0	401
	József utca 41.	József utca 41.				lakóház		<lakó>, ;					0						0	402
1027	Jurányi utca 1-3.	Jurányi utca 1-3.			47.509175,19.030342	Jurányi Inkubátorház	inkubátor		'Jurányi Inkubátorház'				0			a tervtárban nem található adat, azt írják, hogy az iskola 1916-ban létesült; azóta bezárt, helyette Jurányi ink.ház! https://www.facebook.com/JuranyiProdukciosInkubatorhaz	(1) https://www.facebook.com/JuranyiProdukciosInkubatorhaz	https://www.facebook.com	1	403
1065	Kálmán Imre utca 14.	Kálmán Imre utca 14.			47.5068897, 19.0525578	lakóház		<lakó>, ;				73-74	0						0	404
	Kálvária tér 14.	Kálvária tér 14.				lakóház		<lakó>, ;					0						0	405
1089	Kálvária tér 6. 	Kálvária tér 6.			47.488187,19.085923	Ruttkai Éva Színház		<szín>	'Ruttkai Éva Színház'			216	0						0	406
	Kálvária tér 8.	Kálvária tér 8.											0						0	407
	Kálvin tér 3.	Kálvin tér 3.			47.489523,19.060917	háromemeletes ház				3-S<emelet>		138	0						0	408
1092	Kálvin tér 7. a templom áll ezen a telken, ill. a Lónyay utca sarkán egy alacsonyabb épület	Kálvin tér 7.		** a templom áll ezen a telken, ill. a Lónyay utca sarkán egy alacsonyabb épület	47.488748,19.061193	ötemeletes ház				5-S<emelet>		MZs	0						0	409
	Káplár utca 10 --Lövőház utca 26	Káplár utca 10.	Lövőház utca 26.		47.510738,19.023535	négyemeletes ház				4-S<emelet>		http://lasdbudapestet.blogspot.hu/2013/01/lovohaz-mammutok-koraban.html	1	lasdbudapestet.blogspot.hu	(1) <http://lasdbudapestet.blogspot.hu/2013/01/lovohaz-mammutok-koraban.html>				0	410
